provinsi,jenis,daerah,tahun,periode,gk,Cluster
17,1,1,2019,1,-0.6977395918374072,1
17,1,1,2020,0,-0.6753889479087968,1
17,1,1,2020,1,-0.6674287044275746,1
17,1,2,2021,0,-0.576666754329922,1
17,1,2,2021,1,-0.5582614574483987,1
17,1,2,2022,0,-0.5108540661678554,1
17,1,2,2022,1,-0.45937487440922864,0
17,1,0,2021,0,-0.6421569862429478,1
17,1,0,2021,1,-0.5645588383120185,1
17,1,0,2022,0,-0.5286713545952455,1
17,1,0,2022,1,-0.4607152807777903,0
17,1,1,2021,0,-0.6051946483627056,1
17,1,1,2021,1,-0.5609865288863708,1
17,1,1,2022,0,-0.5184792080569373,1
17,1,1,2022,1,-0.45995023752026215,0
17,2,2,2013,0,0.5474410205124087,0
17,2,2,2013,1,0.7146567149904735,0
17,2,2,2014,0,0.8565501099115128,2
17,2,2,2014,1,0.9746449691190332,2
17,2,0,2013,0,0.6701830433090462,0
17,2,0,2013,1,0.8408825298110612,2
17,2,0,2014,0,0.9162361293418048,2
17,2,0,2014,1,1.1211475915998907,2
17,2,2,2015,0,1.0848048755315307,2
17,2,2,2015,1,1.3462916028173977,2
17,2,2,2016,0,1.3775129549304042,2
17,2,2,2016,1,1.5792567587420308,2
17,2,0,2015,0,1.2495357600905166,2
17,2,0,2015,1,1.5100298279430617,2
17,2,0,2016,0,1.53700234477459,2
17,2,0,2016,1,1.70508424525498,2
17,2,1,2015,0,1.1684095614347882,2
17,2,1,2015,1,1.4293967976682194,2
17,2,1,2016,0,1.4562744744265002,2
17,2,1,2016,1,1.646972571040593,2
17,2,2,2017,0,1.6902069990982556,2
17,2,2,2017,1,1.8406992273270488,2
17,2,2,2018,0,2.0171270542532,2
17,2,2,2018,1,2.2271219444373402,2
17,2,0,2017,0,1.8907178819576675,2
17,2,0,2017,1,2.018239844445968,2
17,2,0,2018,0,2.11427490261617,2
17,2,0,2018,1,2.3280064916862533,2
17,2,1,2017,0,1.7932728680318561,2
17,2,1,2017,1,1.9222363996335154,2
17,2,1,2018,0,2.071072087916256,2
17,2,1,2018,1,2.2775262820324977,2
17,2,2,2019,0,2.3213676865589434,2
17,2,2,2019,1,2.5369265277069246,2
17,2,2,2020,0,2.5716190265007817,2
17,2,2,2020,1,2.6084549109500275,2
17,2,0,2019,0,2.4122813807737917,2
17,2,0,2019,1,2.667148270946998,2
17,2,0,2020,0,2.7103131496176127,2
17,2,0,2020,1,2.737374183850838,2
17,2,1,2019,0,2.363495647095388,2
17,2,1,2019,1,2.5982564417401695,2
17,2,1,2020,0,2.640036655341374,2
17,2,1,2020,1,2.6758166536418,2
17,2,2,2021,0,2.744227959810842,2
17,2,2,2021,1,2.844341141130677,2
17,2,2,2022,0,3.041734946916028,2
17,2,2,2022,1,3.366954203424071,2
17,2,0,2021,0,2.936942988649327,2
17,2,0,2021,1,3.080669958319814,2
17,2,0,2022,0,3.266537533869845,2
17,2,0,2022,1,3.5972132559253818,2
17,2,1,2021,0,2.8344461601552102,2
17,2,1,2021,1,2.9498602066256074,2
17,2,1,2022,0,3.1457428939105516,2
17,2,1,2022,1,3.4731814081325814,2
18,0,2,2015,0,-0.031020199580537092,0
18,0,2,2015,1,0.09279035470801976,0
18,0,2,2016,0,0.13979309500937465,0
18,0,2,2016,1,0.19396574484822438,0
18,0,0,2015,0,0.07970874727144411,0
18,0,0,2015,1,0.2507686260517988,0
18,0,0,2016,0,0.31138407819991415,0
18,0,0,2016,1,0.39521005760741523,0
18,0,1,2015,0,-0.012861486889456748,0
18,0,1,2015,1,0.11869434004762844,0
18,0,1,2016,0,0.16778988463197345,0
18,0,1,2016,1,0.22774145626735778,0
18,0,2,2017,0,0.23283120686496211,0
18,0,2,2017,1,0.3387296326528816,0
18,0,2,2018,0,0.44211163516397306,0
18,0,2,2018,1,0.4575832124463803,0
18,0,0,2017,0,0.45057769236918077,0
18,0,0,2017,1,0.5270693727788918,0
18,0,0,2018,0,0.5878681824019518,0
18,0,0,2018,1,0.6426667767242337,0
18,0,1,2017,0,0.2678461619078601,0
18,0,1,2017,1,0.369464139056552,0
18,0,1,2018,0,0.4646203458813289,0
18,0,1,2018,1,0.47861241802107846,0
18,0,2,2019,0,0.5687547463068489,0
18,0,2,2019,1,0.5898345332539455,0
18,0,2,2020,0,0.6490337069749015,0
18,0,2,2020,1,0.659251144199409,0
18,0,0,2019,0,0.6846556384865821,0
18,0,0,2019,1,0.7929756474780821,0
18,0,0,2020,0,0.8760681969858043,2
18,0,0,2020,1,0.887151840212637,2
18,0,1,2019,0,0.5823358447958602,0
18,0,1,2019,1,0.6080248593027751,0
18,0,1,2020,0,0.6722315888911876,0
18,0,1,2020,1,0.6759366744193815,0
18,0,2,2021,0,0.7777380090430183,0
18,0,2,2021,1,0.7961875646253902,0
18,0,2,2022,0,0.946243528517246,2
18,0,2,2022,1,1.151433188323524,2
18,0,0,2021,0,0.9760296341884436,2
18,0,0,2021,1,1.0345333140389195,2
18,0,0,2022,0,1.2176442047932292,2
18,0,0,2022,1,1.398453643103405,2
18,0,1,2021,0,0.7928239033608865,0
18,0,1,2021,1,0.8149911898145521,2
18,0,1,2022,0,0.9765860292848276,2
18,0,1,2022,1,1.184450179156679,2
18,1,2,2015,0,-0.9405301793504591,1
18,1,2,2015,1,-0.8661313032237382,1
18,1,2,2016,0,-0.8567231679576075,1
18,1,2,2016,1,-0.8377930893374492,1
18,1,0,2015,0,-1.2631255271653272,1
18,1,0,2015,1,-1.204704042044999,1
18,1,0,2016,0,-1.201738709088134,1
18,1,0,2016,1,-1.1926340620563944,1
18,1,1,2015,0,-0.9934319722077952,1
18,1,1,2015,1,-0.9216506821026994,1
18,1,1,2016,0,-0.9116608610539854,1
18,1,1,2016,1,-0.8926043290028307,1
18,1,2,2017,0,-0.8106688283887254,1
18,1,2,2017,1,-0.7670740080527231,1
18,1,2,2018,0,-0.7191418350335448,1
18,1,2,2018,1,-0.6908921385489531,1
18,1,0,2017,0,-1.178743152661442,1
18,1,0,2017,1,-1.159421068405195,1
18,1,0,2018,0,-1.0874880341829036,1
18,1,0,2018,1,-1.0512528035308906,1
18,1,1,2017,0,-0.8657962016315979,1
18,1,1,2017,1,-0.8233204941599134,1
18,1,1,2018,0,-0.7713797473781498,1
18,1,1,2018,1,-0.7304910304654699,1
18,1,2,2019,0,-0.6314400579660046,1
18,1,2,2019,1,-0.6062631798546251,1
18,1,2,2020,0,-0.5925493052630675,1
18,1,2,2020,1,-0.5855753985436171,1
18,1,0,2019,0,-1.0106549295095024,1
18,1,0,2019,1,-0.9861292865677542,1
18,1,0,2020,0,-0.9554706522226816,1
18,1,0,2020,1,-0.9498055385140437,1
18,1,1,2019,0,-0.669268601848572,1
18,1,1,2019,1,-0.6445090200594805,1
18,1,1,2020,0,-0.628487370352239,1
18,1,1,2020,1,-0.6144573621831906,1
18,1,2,2021,0,-0.5451103006247751,1
18,1,2,2021,1,-0.4946111229563703,1
18,1,2,2022,0,-0.4439918145285189,0
18,1,2,2022,1,-0.3583196150284706,0
18,1,0,2021,0,-0.9321652848900486,1
18,1,0,2021,1,-0.9143796098204076,1
18,1,0,2022,0,-0.8920289658917971,1
18,1,0,2022,1,-0.8298960725717253,1
18,1,1,2021,0,-0.5739543282350497,1
18,1,1,2021,1,-0.5238598015458332,1
18,1,1,2022,0,-0.49441512013832584,1
18,1,1,2022,1,-0.4089515687994216,0
18,2,2,2013,0,0.5021959829019036,0
18,2,2,2013,1,0.6428501341991784,0
18,2,2,2014,0,0.7449928930865053,0
18,2,2,2014,1,0.8043880696255056,0
18,2,0,2013,0,0.144882845606979,0
18,2,0,2013,1,0.38485352160881164,0
18,2,0,2014,0,0.5131911087270389,0
18,2,0,2014,1,0.6016579290521072,0
18,2,2,2015,0,0.9499359687023403,2
18,2,2,2015,1,1.148145399117618,2
18,2,2,2016,0,1.2045562746851037,2
18,2,2,2016,1,1.2776590031441117,2
18,2,0,2015,0,0.7380695677394534,0
18,2,0,2015,1,0.9675509316401363,2
18,2,0,2016,0,1.0311317167451166,2
18,2,0,2016,1,1.1240623431843573,2
18,2,1,2015,0,0.9151928885360846,2
18,2,1,2015,1,1.1185300055782657,2
18,2,1,2016,0,1.1776153712113246,2
18,2,1,2016,1,1.2566234748978637,2
18,2,2,2017,0,1.343655048781123,2
18,2,2,2017,1,1.493148294905045,2
18,2,2,2018,0,1.644456147763765,2
18,2,2,2018,1,1.6881900668738634,2
18,2,0,2017,0,1.193327210012625,2
18,2,0,2017,1,1.2891346520070333,2
18,2,0,2018,0,1.4218664958523848,2
18,2,0,2018,1,1.5129066434982295,2
18,2,1,2017,0,1.3235363079095988,2
18,2,1,2017,1,1.4676299925299752,2
18,2,1,2018,0,1.6147269461365157,2
18,2,1,2018,1,1.669614057860495,2
18,2,2,2019,0,1.858801035974181,2
18,2,2,2019,1,1.905057701032657,2
18,2,2,2020,0,1.9779770720167202,2
18,2,2,2020,1,1.9951620932891285,2
18,2,0,2019,0,1.5954870566104162,2
18,2,0,2019,1,1.7283327085436646,2
18,2,0,2020,0,1.8420775697249094,2
18,2,0,2020,1,1.85883264933193,2
18,2,1,2019,0,1.8345535905806247,2
18,2,1,2019,1,1.8850021868766311,2
18,2,1,2020,0,1.965230566172285,2
18,2,1,2020,1,1.9829656598695276,2
18,2,2,2021,0,2.1541140560515797,2
18,2,2,2021,1,2.2230627893023565,2
18,2,2,2022,0,2.4237380616220636,2
18,2,2,2022,1,2.7145999209283898,2
18,2,0,2021,0,1.9653506969317316,2
18,2,0,2021,1,2.041633729180299,2
18,2,0,2022,0,2.2471015865347685,2
18,2,0,2022,1,2.490043918165016,2
18,2,1,2021,0,2.1403559227591735,2
18,2,1,2021,1,2.2126177359020556,2
18,2,1,2022,0,2.403657256779838,2
18,2,1,2022,1,2.696984957990594,2
5,0,2,2015,0,0.0992078663310861,0
5,0,2,2015,1,0.15031402046827358,0
5,0,2,2016,0,0.16274439273521785,0
5,0,2,2016,1,0.19621661591995995,0
5,0,1,2015,0,0.0992078663310861,0
5,0,1,2015,1,0.15031402046827358,0
5,0,1,2016,0,0.16274439273521785,0
5,0,1,2016,1,0.19621661591995995,0
5,0,2,2017,0,0.27489594068590834,0
5,0,2,2017,1,0.5013108088849288,0
5,0,2,2018,0,0.5706452251002447,0
5,0,2,2018,1,0.6631585552171972,0
5,0,1,2017,0,0.27489594068590834,0
5,0,1,2017,1,0.5013108088849288,0
5,0,1,2018,0,0.5706452251002447,0
5,0,1,2018,1,0.6631585552171972,0
5,0,2,2019,0,0.7967249917071249,0
5,0,2,2019,1,0.9358427338177937,2
5,0,2,2020,0,1.0258649313441175,2
5,0,2,2020,1,1.0365565689348615,2
5,0,1,2019,0,0.7967249917071249,0
5,0,1,2019,1,0.9358427338177937,2
5,0,1,2020,0,1.0258649313441175,2
5,0,1,2020,1,1.0365565689348615,2
5,0,2,2021,0,1.1091724516845334,2
5,0,2,2021,1,1.182426924260737,2
5,0,2,2022,0,1.291941918175153,2
5,0,2,2022,1,1.4599985279693437,2
5,0,1,2021,0,1.1091724516845334,2
5,0,1,2021,1,1.182426924260737,2
5,0,1,2022,0,1.291941918175153,2
5,0,1,2022,1,1.4599985279693437,2
5,1,2,2015,0,-0.860586320274547,1
5,1,2,2015,1,-0.8127363419855163,1
5,1,2,2016,0,-0.778884758507785,1
5,1,2,2016,1,-0.7470374619113465,1
5,1,1,2015,0,-0.860586320274547,1
5,1,1,2015,1,-0.8127363419855163,1
5,1,1,2016,0,-0.778884758507785,1
5,1,1,2016,1,-0.7470374619113465,1
5,1,2,2017,0,-0.7254708292549136,1
5,1,2,2017,1,-0.6882239711549295,1
5,1,2,2018,0,-0.6635971654683843,1
5,1,2,2018,1,-0.6633569039494912,1
5,1,1,2017,0,-0.7254708292549136,1
5,1,1,2017,1,-0.6882239711549295,1
5,1,1,2018,0,-0.6635971654683843,1
5,1,1,2018,1,-0.6633569039494912,1
5,1,2,2019,0,-0.6105120151361034,1
5,1,2,2019,1,-0.5846396431542439,1
5,1,2,2020,0,-0.5668855814423519,1
5,1,2,2020,1,-0.5590075326912773,1
5,1,1,2019,0,-0.6105120151361034,1
5,1,1,2019,1,-0.5846396431542439,1
5,1,1,2020,0,-0.5668855814423519,1
5,1,1,2020,1,-0.5590075326912773,1
5,1,2,2021,0,-0.5412092122785367,1
5,1,2,2021,1,-0.5043606824861913,1
5,1,2,2022,0,-0.4627448583452822,0
5,1,2,2022,1,-0.41320672675244985,0
5,1,1,2021,0,-0.5412092122785367,1
5,1,1,2021,1,-0.5043606824861913,1
5,1,1,2022,0,-0.4627448583452822,0
5,1,1,2022,1,-0.41320672675244985,0
5,2,2,2013,0,0.654603980610292,0
5,2,2,2013,1,0.8245890052271775,2
5,2,2,2014,0,0.9097870043609894,2
5,2,2,2014,1,0.9841605898015109,2
5,2,0,2013,1,0.8245890052271775,2
5,2,2,2015,0,1.1601078936898757,2
5,2,2,2015,1,1.259057703444544,2
5,2,2,2016,0,1.3053459818607693,2
5,2,2,2016,1,1.37066550164195,2
5,2,1,2015,0,1.1601078936898757,2
5,2,1,2015,1,1.259064026116094,2
5,2,1,2016,0,1.3053459818607693,2
5,2,1,2016,1,1.37066550164195,2
5,2,2,2017,0,1.4709177817358812,2
5,2,2,2017,1,1.7345795080348858,2
5,2,2,2018,0,1.8285407299367469,2
5,2,2,2018,1,1.9212943215725924,2
5,2,1,2017,0,1.4709114590643313,2
5,2,1,2017,1,1.734573185363336,2
5,2,1,2018,0,1.828534407265197,2
5,2,1,2018,1,1.9212943215725924,2
5,2,2,2019,0,2.107699324204358,2
5,2,2,2019,1,2.2726894382968865,2
5,2,2,2020,0,2.380465697535102,2
5,2,2,2020,1,2.3990417065484704,2
5,2,1,2019,0,2.107699324204358,2
5,2,1,2019,1,2.2726894382968865,2
5,2,1,2020,0,2.380465697535102,2
5,2,1,2020,1,2.3990353838769205,2
5,2,2,2021,0,2.489449587039333,2
5,2,2,2021,1,2.599552589407882,2
5,2,2,2022,0,2.750683407463207,2
5,2,2,2022,1,2.96827814885023,2
5,2,1,2021,0,2.489449587039333,2
5,2,1,2021,1,2.599552589407882,2
5,2,1,2022,0,2.750683407463207,2
5,2,1,2022,1,2.96827814885023,2
9,0,2,2015,0,-0.5717287478495133,1
9,0,2,2015,1,-0.5062005799071886,1
9,0,2,2016,0,-0.4787096040085753,1
9,0,2,2016,1,-0.4422783705385179,0
9,0,0,2015,0,-0.45931164769373045,0
9,0,0,2015,1,-0.39688791148236685,0
9,0,0,2016,0,-0.36228393009020715,0
9,0,0,2016,1,-0.339086048173921,0
9,0,1,2015,0,-0.5349877034735148,1
9,0,1,2015,1,-0.4704711629791611,0
9,0,1,2016,0,-0.44129835644829596,0
9,0,1,2016,1,-0.41071559416182113,0
9,0,2,2017,0,-0.3740124858151215,0
9,0,2,2017,1,-0.33668343298498976,0
9,0,2,2018,0,-0.2549376125173791,0
9,0,2,2018,1,-0.2375123297260778,0
9,0,0,2017,0,-0.29505496350098104,0
9,0,0,2017,1,-0.24482133803766862,0
9,0,0,2018,0,-0.18897318023811685,0
9,0,0,2018,1,-0.17225603666039527,0
9,0,1,2017,0,-0.3502708541455509,0
9,0,1,2017,1,-0.31047595941098977,0
9,0,1,2018,0,-0.23629837678851254,0
9,0,1,2018,1,-0.22028304975282084,0
9,0,2,2019,0,-0.1458019788959523,0
9,0,2,2019,1,-0.07775106500524977,0
9,0,2,2020,0,-0.024944112221160972,0
9,0,2,2020,1,-0.002776825767495347,0
9,0,0,2019,0,-0.1247664506497043,0
9,0,0,2019,1,-0.050784870845271474,0
9,0,0,2020,0,0.021173454063219254,0
9,0,0,2020,1,0.054746839992758464,0
9,0,1,2019,0,-0.14043403075015592,0
9,0,1,2019,1,-0.07072657691340078,0
9,0,1,2020,0,-0.013266137868645169,0
9,0,1,2020,1,0.011272150416202605,0
9,0,2,2021,0,0.05760468753327668,0
9,0,2,2021,1,0.1112462329619416,0
9,0,2,2022,0,0.17397345740769649,0
9,0,2,2022,1,0.31201634535489603,0
9,0,0,2021,0,0.099176252973337,0
9,0,0,2021,1,0.16594366453942627,0
9,0,0,2022,0,0.25107843695773996,0
9,0,0,2022,1,0.36540498392156817,0
9,0,1,2021,0,0.06744908713634495,0
9,0,1,2021,1,0.124055965521875,0
9,0,1,2022,0,0.19170222843338913,0
9,0,1,2022,1,0.3241495520589988,0
9,1,2,2015,0,-1.3270983179063964,1
9,1,2,2015,1,-1.324284729066727,1
9,1,2,2016,0,-1.3092873521505561,1
9,1,2,2016,1,-1.3006505828135033,1
9,1,0,2015,0,-1.4513451365318908,1
9,1,0,2015,1,-1.4277109902786673,1
9,1,0,2016,0,-1.4262188397929099,1
9,1,0,2016,1,-1.409583890945336,1
9,1,1,2015,0,-1.3677088372708843,1
9,1,1,2015,1,-1.3580920538436096,1
9,1,1,2016,0,-1.3468566664995811,1
9,1,1,2016,1,-1.3323777486504955,1
9,1,2,2017,0,-1.286690124031503,1
9,1,2,2017,1,-1.2625881000835926,1
9,1,2,2018,0,-1.2569925357620026,1
9,1,2,2018,1,-1.2517889770765016,1
9,1,0,2017,0,-1.3875746712804158,1
9,1,0,2017,1,-1.3655907423016949,1
9,1,0,2018,0,-1.3515860248188458,1
9,1,0,2018,1,-1.345212771896628,1
9,1,1,2017,0,-1.3150030472315926,1
9,1,1,2017,1,-1.2899842359089586,1
9,1,1,2018,0,-1.2814865653460017,1
9,1,1,2018,1,-1.2746074986997986,1
9,1,2,2019,0,-1.2377905822652022,1
9,1,2,2019,1,-1.221901708660507,1
9,1,2,2020,0,-1.2073848547821224,1
9,1,2,2020,1,-1.205544957361125,1
9,1,0,2019,0,-1.3354442443521577,1
9,1,0,2019,1,-1.3199663443982006,1
9,1,0,2020,0,-1.3092114800919583,1
9,1,0,2020,1,-1.2969454972853094,1
9,1,1,2019,0,-1.2607355573194956,1
9,1,1,2019,1,-1.2448719744009997,1
9,1,1,2020,0,-1.231164422480992,1
9,1,1,2020,1,-1.2260304131825388,1
9,1,2,2021,0,-1.1892134967479424,1
9,1,2,2021,1,-1.1808296342728823,1
9,1,2,2022,0,-1.1549762303056723,1
9,1,2,2022,1,-1.115149722213362,1
9,1,0,2021,0,-1.2755179634029725,1
9,1,0,2021,1,-1.2709340265293538,1
9,1,0,2022,0,-1.240597848433322,1
9,1,0,2022,1,-1.186330358521225,1
9,1,1,2021,0,-1.208099316667252,1
9,1,1,2021,1,-1.200202299901528,1
9,1,1,2022,0,-1.1731602336829519,1
9,1,1,2022,1,-1.130026968370086,1
9,2,2,2013,0,-0.28683549048621626,0
9,2,2,2013,1,-0.14362065721126474,0
9,2,2,2014,0,-0.09586551899548137,0
9,2,2,2014,1,-0.05819504190165941,0
9,2,0,2013,0,-0.398070251062183,0
9,2,0,2013,1,-0.22542338172282375,0
9,2,0,2014,0,-0.1660282051838235,0
9,2,0,2014,1,-0.11904443289711805,0
9,2,2,2015,0,0.022652959205876913,0
9,2,2,2015,1,0.09100103865942095,0
9,2,2,2016,0,0.13348939147420505,0
9,2,2,2016,1,0.1785573942813153,0
9,2,0,2015,0,0.01083588607926509,0
9,2,0,2015,1,0.09688744587230251,0
9,2,0,2016,0,0.13298357775021952,0
9,2,0,2016,1,0.17281640851407962,0
9,2,1,2015,0,0.018789806888937468,0
9,2,1,2015,1,0.09292313081056595,0
9,2,1,2016,0,0.13333132468545958,0
9,2,1,2016,1,0.17839300482102002,0
9,2,2,2017,0,0.26079006045826203,0
9,2,2,2017,1,0.3222148145647542,0
9,2,2,2018,0,0.4095561993539547,0
9,2,2,2018,1,0.4321913635023069,0
9,2,0,2017,0,0.23885671285193968,0
9,2,0,2017,1,0.3110679446224232,0
9,2,0,2018,0,0.3809208199048242,0
9,2,0,2018,1,0.40402386174786303,0
9,2,1,2017,0,0.256212446256193,0
9,2,1,2017,1,0.3210261523133882,0
9,2,1,2018,0,0.4037014054988222,0
9,2,1,2018,1,0.42660212185226687,0
9,2,2,2019,0,0.5379001091437318,0
9,2,2,2019,1,0.6218335739675799,0
9,2,2,2020,0,0.6891573806300532,0
9,2,2,2020,1,0.7131645645047162,0
9,2,0,2019,0,0.46127565263147463,0
9,2,0,2019,1,0.5507351323898645,0
9,2,0,2020,0,0.6334483216045974,0
9,2,0,2020,1,0.6792940130123355,0
9,2,1,2019,0,0.520316759563685,0
9,2,1,2019,1,0.6058877963189362,0
9,2,1,2020,0,0.6770557872836995,0
9,2,1,2020,1,0.7067280848670003,0
9,2,2,2021,0,0.7898775384186708,0
9,2,2,2021,1,0.8519029463223958,2
9,2,2,2022,0,0.9404898974069107,2
9,2,2,2022,1,1.1183592934464204,2
9,2,0,2021,0,0.7451446372037009,0
9,2,0,2021,1,0.8164896629718592,2
9,2,0,2022,0,0.9319669361577546,2
9,2,0,2022,1,1.10055465036213,2
9,2,1,2021,0,0.7808361181024296,0
9,2,1,2021,1,0.8453400132536836,2
9,2,1,2022,0,0.9400283423837739,2
9,2,1,2022,1,1.1156089313222493,2
10,0,2,2015,0,-0.5878325922869024,1
10,0,2,2015,1,-0.5372322518737005,1
10,0,2,2016,0,-0.4989674436541956,1
10,0,2,2016,1,-0.45960881325657194,0
10,0,0,2015,0,-0.5188648910214761,1
10,0,0,2015,1,-0.44867059147538496,0
10,0,0,2016,0,-0.41731646325983224,0
10,0,0,2016,1,-0.39722301307450725,0
10,0,1,2015,0,-0.5505857341869184,1
10,0,1,2015,1,-0.48939491892776954,1
10,0,1,2016,0,-0.45669406167210536,0
10,0,1,2016,1,-0.4267878252414612,0
10,0,2,2017,0,-0.39990382581163053,0
10,0,2,2017,1,-0.3770853041883336,0
10,0,2,2018,0,-0.3094643319630187,0
10,0,2,2018,1,-0.28002597322706113,0
10,0,0,2017,0,-0.3524901118595374,0
10,0,0,2017,1,-0.3236776976070119,0
10,0,0,2018,0,-0.28034842947610195,0
10,0,0,2018,1,-0.24086334564748188,0
10,0,1,2017,0,-0.37492295051829544,0
10,0,1,2017,1,-0.34959432828972026,0
10,0,1,2018,0,-0.294707216565741,0
10,0,1,2018,1,-0.2600652991442824,0
10,0,2,2019,0,-0.2103754234342544,0
10,0,2,2019,1,-0.12522168300129127,0
10,0,2,2020,0,-0.053478328925494395,0
10,0,2,2020,1,-0.04042833484666785,0
10,0,0,2019,0,-0.19222935608627367,0
10,0,0,2019,1,-0.13628635821347462,0
10,0,0,2020,0,-0.0704610247083084,0
10,0,0,2020,1,-0.05061415871342636,0
10,0,1,2019,0,-0.20121387235856655,0
10,0,1,2019,1,-0.13079827930823168,0
10,0,1,2020,0,-0.062020258189299945,0
10,0,1,2020,1,-0.04556866681667075,0
10,0,2,2021,0,0.02189423861989863,0
10,0,2,2021,1,0.08020823832387983,0
10,0,2,2022,0,0.1557578406726678,0
10,0,2,2022,1,0.29533081513492354,0
10,0,0,2021,0,-0.00638707122244203,0
10,0,0,2021,1,0.09220234625388658,0
10,0,0,2022,0,0.16832098904215825,0
10,0,0,2022,1,0.28145887375462053,0
10,0,1,2021,0,0.00787055312239995,0
10,0,1,2021,1,0.08608200019366173,0
10,0,1,2022,0,0.16190347741909192,0
10,0,1,2022,1,0.28843278047407095,0
10,1,2,2015,0,-1.3645917601968236,1
10,1,2,2015,1,-1.3573270105860815,1
10,1,2,2016,0,-1.3506629147725722,1
10,1,2,2016,1,-1.342418151071608,1
10,1,0,2015,0,-1.4471279146081615,1
10,1,0,2015,1,-1.4324150579117325,1
10,1,0,2016,0,-1.4075353453631947,1
10,1,0,2016,1,-1.4067576567625668,1
10,1,1,2015,0,-1.4091729172945977,1
10,1,1,2015,1,-1.397880625906621,1
10,1,1,2016,0,-1.3797914626025884,1
10,1,1,2016,1,-1.3755552726642097,1
10,1,2,2017,0,-1.3280024599380207,1
10,1,2,2017,1,-1.3181264469772032,1
10,1,2,2018,0,-1.3000878650455694,1
10,1,2,2018,1,-1.2897882330909143,1
10,1,0,2017,0,-1.3934294651355483,1
10,1,0,2017,1,-1.3844006901624066,1
10,1,0,2018,0,-1.3610320961142754,1
10,1,0,2018,1,-1.3556325346107299,1
10,1,1,2017,0,-1.361183840231471,1
10,1,1,2017,1,-1.3511624058250078,1
10,1,1,2018,0,-1.3297980986581692,1
10,1,1,2018,1,-1.3219263725786445,1
10,1,2,2019,0,-1.274980536321238,1
10,1,2,2019,1,-1.2667989993357722,1
10,1,2,2020,0,-1.249228295098825,1
10,1,2,2020,1,-1.2453335294241363,1
10,1,0,2019,0,-1.3391303618657022,1
10,1,0,2019,1,-1.3287358898377997,1
10,1,0,2020,0,-1.314288585346463,1
10,1,0,2020,1,-1.3125055919694142,1
10,1,1,2019,0,-1.306258792478193,1
10,1,1,2019,1,-1.2969581426284091,1
10,1,1,2020,0,-1.2809175249065181,1
10,1,1,2020,1,-1.2779585146212027,1
10,1,2,2021,0,-1.229419365133242,1
10,1,2,2021,1,-1.222774237334382,1
10,1,2,2022,0,-1.2010811512469528,1
10,1,2,2022,1,-1.16903152916092,1
10,1,0,2021,0,-1.3003154812213629,1
10,1,0,2021,1,-1.285564688495635,1
10,1,0,2022,0,-1.2622909345207511,1
10,1,0,2022,1,-1.2178109401677741,1
10,1,1,2021,0,-1.2636503089039621,1
10,1,1,2021,1,-1.25289544459772,1
10,1,1,2022,0,-1.2302792484640173,1
10,1,1,2022,1,-1.192128248332409,1
10,2,2,2013,0,-0.31046963673943995,0
10,2,2,2013,1,-0.22450027167655015,0
10,2,2,2014,0,-0.15723336905802518,0
10,2,2,2014,1,-0.11311376698338778,0
10,2,0,2013,0,-0.43438135377279385,0
10,2,0,2013,1,-0.3005556877493236,0
10,2,0,2014,0,-0.2270672763257767,0
10,2,0,2014,1,-0.1650355457505019,0
10,2,2,2015,0,-0.030938004850389444,0
10,2,2,2015,1,0.0269270851735546,0
10,2,2,2016,0,0.07185598920656884,0
10,2,2,2016,1,0.11946570597670637,0
10,2,0,2015,0,-0.044512780667850964,0
10,2,0,2015,1,0.040407020917768835,0
10,2,0,2016,0,0.09663453901030974,0
10,2,0,2016,1,0.11750567779626246,0
10,2,1,2015,0,-0.038272303848179555,0
10,2,1,2015,1,0.03421080279894616,0
10,2,1,2016,0,0.08500082335864267,0
10,2,1,2016,1,0.1191432497276656,0
10,2,2,2017,0,0.19358638455523522,0
10,2,2,2017,1,0.22627459646779977,0
10,2,2,2018,0,0.3119341506247484,0
10,2,2,2018,1,0.351678463986911,0
10,2,0,2017,0,0.17557309330980073,0
10,2,0,2017,1,0.21340795986391797,0
10,2,0,2018,0,0.28010582204295925,0
10,2,0,2018,1,0.3249967900466746,0
10,2,1,2017,0,0.18537955688357008,0
10,2,1,2017,1,0.22072961351860845,0
10,2,1,2018,0,0.2969810324094263,0
10,2,1,2018,1,0.33949467591040966,0
10,2,2,2019,0,0.4361240652062944,0
10,2,2,2019,1,0.529471987967823,0
10,2,2,2020,0,0.6187797236090172,0
10,2,2,2020,1,0.6357244833625323,0
10,2,0,2019,0,0.3901266296813607,0
10,2,0,2019,1,0.4564640995820623,0
10,2,0,2020,0,0.5367430602501149,0
10,2,0,2020,1,0.5583665969504961,0
10,2,1,2019,0,0.41401368279657713,0
10,2,1,2019,1,0.4937299256966958,0
10,2,1,2020,0,0.5785485645375186,0
10,2,1,2020,1,0.5979591661954631,0
10,2,2,2021,0,0.7139612211199934,0
10,2,2,2021,1,0.7789203486228344,0
10,2,2,2022,0,0.8761630370590515,2
10,2,2,2022,1,1.0477856336073401,2
10,2,0,2021,0,0.6147837951895315,0
10,2,0,2021,1,0.7281176827200382,0
10,2,0,2022,0,0.8275164021547436,2
10,2,0,2022,1,0.9851342812201831,2
10,2,1,2021,0,0.6657065918517743,0
10,2,1,2021,1,0.7546729032292783,0
10,2,1,2022,0,0.8531105765884113,2
