provinsi,jenis,daerah,tahun,periode,gk,Cluster
26,1,2,2018,0,-0.9796991296015882,1
26,1,2,2018,1,-0.9768918634334686,1
26,1,0,2017,0,-1.2615701499640717,1
26,1,0,2017,1,-1.248735126717939,1
26,1,0,2018,0,-1.2006954682824138,1
26,1,0,2018,1,-1.1638785518478174,1
26,1,1,2017,0,-1.1591555162001026,1
26,1,1,2017,1,-1.144853633154412,1
26,1,1,2018,0,-1.1115584447730646,1
26,1,1,2018,1,-1.0885755336894725,1
26,1,2,2019,0,-0.9566213784447486,1
26,1,2,2019,1,-0.8904419753327926,1
26,1,2,2020,0,-0.8455889433583761,1
26,1,2,2020,1,-0.8409986838132075,1
26,1,0,2019,0,-1.142267660490536,1
26,1,0,2019,1,-1.1034843932039458,1
26,1,0,2020,0,-1.089081347413458,1
26,1,0,2020,1,-1.0863373079608365,1
26,1,1,2019,0,-1.067312389267431,1
26,1,1,2019,1,-1.0176161908858532,1
26,1,1,2020,0,-0.9909471622887164,1
26,1,1,2020,1,-0.9892969450142135,1
26,1,2,2021,0,-0.8124138857364755,1
26,1,2,2021,1,-0.7454820847100909,1
26,1,2,2022,0,-0.7117885680211051,1
26,1,2,2022,1,-0.6517990603564219,1
26,1,0,2021,0,-1.0553498946951734,1
26,1,0,2021,1,-1.0303247607009893,1
26,1,0,2022,0,-0.9963593691353615,1
26,1,0,2022,1,-0.941478580082932,1
26,1,1,2021,0,-0.9582652730477016,1
26,1,1,2021,1,-0.9163333153293016,1
26,1,1,2022,0,-0.8821845662887289,1
26,1,1,2022,1,-0.8255144611877006,1
26,2,2,2013,0,0.27119085515771435,0
26,2,2,2013,1,0.3929718318787793,0
26,2,2,2014,0,0.4513237676120594,0
26,2,2,2014,1,0.5228964095560111,0
26,2,0,2013,0,0.0549238747961534,0
26,2,0,2013,1,0.22714080247012497,0
26,2,0,2014,0,0.33576429969601645,0
26,2,0,2014,1,0.44613917694120775,0
26,2,2,2015,0,0.6379437410765187,0
26,2,2,2015,1,0.7199235003914727,0
26,2,2,2016,0,0.7741593769458206,0
26,2,2,2016,1,0.857593350717233,2
26,2,0,2015,0,0.5801355550965231,0
26,2,0,2015,1,0.7136767009002515,0
26,2,0,2016,0,0.7705617768339736,0
26,2,0,2016,1,0.822300198126143,2
26,2,1,2015,0,0.6026000071130303,0
26,2,1,2015,1,0.716104606775382,0
26,2,1,2016,0,0.7719717325895833,0
26,2,1,2016,1,0.843158691568996,2
26,2,2,2017,0,1.0074786024772435,2
26,2,2,2017,1,1.0794179593710849,2
26,2,2,2018,0,1.1853416758452036,2
26,2,2,2018,1,1.236068469689402,2
26,2,0,2017,0,0.9273893219556856,2
26,2,0,2017,1,0.9703012937643075,2
26,2,0,2018,0,1.0608356276861666,2
26,2,0,2018,1,1.103564242019844,2
26,2,1,2017,0,0.9647689561582159,2
26,2,1,2017,1,1.0197003265830438,2
26,2,1,2018,0,1.1130419266730227,2
26,2,1,2018,1,1.1585714845032697,2
26,2,2,2019,0,1.3267166116991578,2
26,2,2,2019,1,1.5339484944160273,2
26,2,2,2020,0,1.6853575100195444,2
26,2,2,2020,1,1.7004939857098111,2
26,2,0,2019,0,1.1854175479038014,2
26,2,0,2019,1,1.3057379874968582,2
26,2,0,2020,0,1.4069639590094614,2
26,2,0,2020,1,1.4215313942602443,2
26,2,1,2019,0,1.243718902264683,2
26,2,1,2019,1,1.3970373646762453,2
26,2,1,2020,0,1.5184136904181218,2
26,2,1,2020,1,1.5312613590073543,2
26,2,2,2021,0,1.8422103458274557,2
26,2,2,2021,1,1.989414784850343,2
26,2,2,2022,0,2.137719368722899,2
26,2,2,2022,1,2.421841260157118,2
26,2,0,2021,0,1.5357947145085744,2
26,2,0,2021,1,1.6501908108594507,2
26,2,0,2022,0,1.7597247727885161,2
26,2,0,2022,1,2.0232916590142733,2
26,2,1,2021,0,1.6567474212566131,2
26,2,1,2021,1,1.7839911861967217,2
26,2,1,2022,0,1.9094962164606302,2
26,2,1,2022,1,2.1808652793788643,2
8,0,2,2015,0,-0.04044730286131731,0
8,0,2,2015,1,0.028292782228315518,0
8,0,2,2016,0,0.10147770541747114,0
8,0,2,2016,1,0.1533425801406369,0
8,0,0,2015,0,-0.3556640929775466,0
8,0,0,2015,1,-0.28425584049389013,0
8,0,0,2016,0,-0.20875049684595087,0
8,0,0,2016,1,-0.16901250615533808,0
8,0,1,2015,0,-0.25994516838483583,0
8,0,1,2015,1,-0.1893462178595562,0
8,0,1,2016,0,-0.11969566806674942,0
8,0,1,2016,1,-0.07449488915709294,0
8,0,2,2017,0,0.20516951883450374,0
8,0,2,2017,1,0.23836986714260364,0
8,0,2,2018,0,0.34605760897912186,0
8,0,2,2018,1,0.3746044710265549,0
